well_id,typewell_name,horizontal_avg_X,horizontal_avg_Y,typewell_avg_X,typewell_avg_Y,typewell_well_count,typewell_row_count
c9e980e8,Typewell20011,3007975.363750,1114090.147095,3003684.451568,1115603.541131,53,363855
c9fedcf3,Typewell20024,2990104.997869,1068742.181944,2989673.251036,1068595.193731,11,86897
cad13e8f,Typewell20037,3035899.804361,1093594.243207,3035895.739981,1093476.698300,7,49180
cb34231f,Typewell20037,3036410.507399,1093580.253826,3035895.739981,1093476.698300,7,49180
cb879f40,Typewell20002,2994559.683759,1117788.634509,2993254.581653,1119522.756102,28,184806
cbb406b5,Typewell20011,3005845.047114,1125754.096438,3003684.451568,1115603.541131,53,363855
cbe51de1,Typewell20036,3012527.658359,1113269.942040,3021487.429743,1112557.744141,22,144332
cbe62450,Typewell20002,2994885.816419,1117942.223963,2993254.581653,1119522.756102,28,184806
cc08aa63,Typewell20025,2911656.699454,1042968.722443,2915250.787253,1043721.747544,31,184225
cc8a1d57,Typewell20031,2923906.269579,1019133.926466,2920346.807433,1018317.196527,22,139972
ccedb12b,Typewell20029,3021764.207360,1084437.863451,3019267.379436,1083482.716316,13,90193
cd7f1687,Typewell20027,2988756.688978,1091421.878885,2987980.408279,1087094.536237,20,128305
cda7eb37,Typewell20031,2922042.300734,1018752.105030,2920346.807433,1018317.196527,22,139972
cdc31d65,Typewell20017,3009325.257149,1089375.285938,3006562.644914,1089459.693544,41,245452
cdc60a53,Typewell20016,2905664.062563,1037269.270717,2905294.439869,1032450.916284,57,395136
ce55ba43,Typewell20023,2990145.105094,1104011.641546,2985782.766520,1100575.026316,25,167761
ce8399b7,Typewell20040,2937803.017948,1062260.247193,2937137.480356,1058997.952826,16,102608
cf50c9d1,Typewell20040,2933372.554575,1056792.722772,2937137.480356,1058997.952826,16,102608
d00e7eb9,Typewell20056,2892150.317682,1032070.227664,2888866.441520,1035697.458709,2,19462
d011f41b,Typewell20006,2972860.494739,1094984.705819,2975489.377781,1098774.361029,15,101376
d07aed8f,Typewell20019,3022989.744583,1092913.122153,3020561.394197,1094502.077889,13,83849
d085e611,Typewell20002,2995635.486778,1118897.670503,2993254.581653,1119522.756102,28,184806
d0a0e7b5,Typewell20002,2990658.697575,1117347.135838,2993254.581653,1119522.756102,28,184806
d0a43760,Typewell20040,2943259.423748,1058049.612561,2937137.480356,1058997.952826,16,102608
d0cb63ae,Typewell20007,3006211.614282,1138219.988097,3006353.321961,1131810.626156,28,186785
d114d9c2,Typewell20009,2882555.709283,1023566.861449,2886469.143340,1022809.123041,31,232429
d1457cc5,Typewell20005,2867790.620280,1027803.047745,2870539.046193,1028998.625882,7,71587
d1ecf309,Typewell20007,3005003.272421,1125965.026562,3006353.321961,1131810.626156,28,186785
d1ee630d,Typewell20011,2995747.019343,1111411.987732,3003684.451568,1115603.541131,53,363855
d217e0c5,Typewell20023,2993396.647959,1093468.183751,2985782.766520,1100575.026316,25,167761
d24ff243,Typewell20016,2901890.824269,1023285.984972,2905294.439869,1032450.916284,57,395136
d273674e,Typewell20008,3012862.276840,1102174.554638,3010424.938657,1104194.850397,38,229621
d2f3b1ab,Typewell20016,2908302.449702,1029783.547629,2905294.439869,1032450.916284,57,395136
d3df146b,Typewell20036,3027324.279189,1118625.532055,3021487.429743,1112557.744141,22,144332
d40f61d5,Typewell20021,2910822.332172,1038098.225816,2908417.581539,1038379.834989,14,80236
d41beaf2,Typewell20040,2933614.264947,1057046.979128,2937137.480356,1058997.952826,16,102608
d463e527,Typewell20036,3024670.185978,1111433.227179,3021487.429743,1112557.744141,22,144332
d4f60a28,Typewell20018,3022518.640510,1085331.972255,3023624.019936,1087996.206189,8,49864
d50c649a,Typewell20014,3005107.331927,1107165.452292,3002049.147178,1103524.470839,30,191790
d543916f,Typewell20002,2992534.930865,1117385.964875,2993254.581653,1119522.756102,28,184806
d5df0ff5,Typewell20022,3016662.262284,1116960.659352,3017268.148636,1117616.352285,19,111303
d60430e6,Typewell20032,2993324.156039,1115832.255474,2993324.156039,1115832.255474,1,4176
d63196fe,Typewell20031,2924789.437291,1021506.834780,2920346.807433,1018317.196527,22,139972
d6c320d9,Typewell20016,2909343.642373,1030796.537414,2905294.439869,1032450.916284,57,395136
d6dd7330,Typewell20008,3006381.750777,1100736.038198,3010424.938657,1104194.850397,38,229621
d7ba4f9d,Typewell20001,3007372.395757,1069822.061850,3005291.363312,1074493.145580,27,206662
d7eb0be8,Typewell20015,3034436.791122,1090945.821146,3034920.554718,1093812.498557,7,45634
d84b621b,Typewell20016,2902996.442109,1029517.140569,2905294.439869,1032450.916284,57,395136
d90aa14c,Typewell20056,2886886.270416,1037884.672158,2888866.441520,1035697.458709,2,19462
d924e971,Typewell20008,3006569.453736,1107341.292302,3010424.938657,1104194.850397,38,229621
d9ae59b2,Typewell20007,3011931.294367,1121688.898107,3006353.321961,1131810.626156,28,186785
d9d6d94d,Typewell20029,3020460.776324,1083907.373727,3019267.379436,1083482.716316,13,90193
d9eca87b,Typewell20009,2884733.762869,1025071.172366,2886469.143340,1022809.123041,31,232429
da2d4d7c,Typewell20017,2999963.808394,1088312.212778,3006562.644914,1089459.693544,41,245452
da3bfe4e,Typewell20009,2891229.096284,1022461.904113,2886469.143340,1022809.123041,31,232429
da3cf798,Typewell20010,2933466.283225,1066974.601342,2941069.445195,1067303.163956,19,106438
da940160,Typewell20011,3007070.937365,1119266.272908,3003684.451568,1115603.541131,53,363855
dafc88c3,Typewell20016,2900635.537330,1022061.929947,2905294.439869,1032450.916284,57,395136
dbee6c86,Typewell20001,3008206.766186,1078236.249798,3005291.363312,1074493.145580,27,206662
dc5fbe29,Typewell20031,2924044.722304,1020873.656656,2920346.807433,1018317.196527,22,139972
dc7da28f,Typewell20033,2892952.297361,1025408.807621,2894393.423226,1028335.426845,11,77197
dc7f9757,Typewell20007,3003829.501470,1125522.779802,3006353.321961,1131810.626156,28,186785
dd168de0,Typewell20003,2925469.349315,1061318.575156,2924743.617104,1053867.180906,26,157615
dd64382d,Typewell20013,2952648.846679,1084840.117092,2955104.316351,1086839.743342,13,71115
dd6bc5b2,Typewell20006,2975823.213595,1094552.278449,2975489.377781,1098774.361029,15,101376
dd7d638e,Typewell20025,2912150.663131,1043976.891991,2915250.787253,1043721.747544,31,184225
ddc790ff,Typewell20011,3010496.113489,1119313.576441,3003684.451568,1115603.541131,53,363855
df71d1ff,Typewell20009,2886685.461442,1018231.404324,2886469.143340,1022809.123041,31,232429
df73b8f3,Typewell20001,3003738.052350,1069123.902077,3005291.363312,1074493.145580,27,206662
df8290be,Typewell20021,2908686.388243,1041265.720652,2908417.581539,1038379.834989,14,80236
e0079ed1,Typewell20039,2957532.863243,1083666.614377,2957792.900858,1077591.088056,15,109938
e03b45fd,Typewell20026,2948032.539506,1017563.094083,2947090.556205,1014394.728913,17,108151
e0f36d98,Typewell20023,2989144.027041,1098499.647827,2985782.766520,1100575.026316,25,167761
e149204f,Typewell20009,2887623.703681,1018931.226924,2886469.143340,1022809.123041,31,232429
e14d641e,Typewell20021,2909474.994494,1041458.083168,2908417.581539,1038379.834989,14,80236
e161bd0c,Typewell20017,3004402.354926,1088496.239036,3006562.644914,1089459.693544,41,245452
e201fd6d,Typewell20019,3023858.014243,1096076.465201,3020561.394197,1094502.077889,13,83849
e25f1537,Typewell20010,2940977.001786,1075212.884346,2941069.445195,1067303.163956,19,106438
e2fc7745,Typewell20022,3014059.430163,1116415.740189,3017268.148636,1117616.352285,19,111303
e32da4ec,Typewell20022,3011234.685704,1118435.504688,3017268.148636,1117616.352285,19,111303
e3b34f5b,Typewell20039,2951810.131783,1077051.382294,2957792.900858,1077591.088056,15,109938
e45a2a62,Typewell20021,2904017.197291,1033291.986806,2908417.581539,1038379.834989,14,80236
e46f4ef4,Typewell20019,3018153.989395,1091652.396185,3020561.394197,1094502.077889,13,83849
e4726608,Typewell20022,3011399.808328,1118168.989939,3017268.148636,1117616.352285,19,111303
e5864244,Typewell20018,3022345.482572,1085528.397383,3023624.019936,1087996.206189,8,49864
e5c92e59,Typewell20036,3019969.138971,1106779.909016,3021487.429743,1112557.744141,22,144332
e5ff9fd2,Typewell20030,2979111.943525,1058295.878159,2973475.745049,1065223.588720,14,87719
e6c55748,Typewell20016,2908225.026978,1032532.414541,2905294.439869,1032450.916284,57,395136
e730c32b,Typewell20011,3009927.289369,1113372.006205,3003684.451568,1115603.541131,53,363855
e737965a,Typewell20033,2897980.585152,1027902.444359,2894393.423226,1028335.426845,11,77197
e748dd88,Typewell20008,3011122.463155,1102483.181127,3010424.938657,1104194.850397,38,229621
e7818f7a,Typewell20007,3012626.112445,1122194.677973,3006353.321961,1131810.626156,28,186785
e7c36e81,Typewell20025,2916973.721685,1047203.043167,2915250.787253,1043721.747544,31,184225
e7d0c1de,Typewell20011,3006491.500564,1114067.690000,3003684.451568,1115603.541131,53,363855
e85074c5,Typewell20003,2920311.738064,1043554.135836,2924743.617104,1053867.180906,26,157615
e97032ad,Typewell20025,2916926.367584,1047154.282149,2915250.787253,1043721.747544,31,184225
e9949a23,Typewell20031,2920720.843393,1016463.495123,2920346.807433,1018317.196527,22,139972
ea0b99b7,Typewell20001,2993258.957015,1067640.023670,3005291.363312,1074493.145580,27,206662
ea3a0e38,Typewell20039,2960849.590854,1076353.501960,2957792.900858,1077591.088056,15,109938
ea41324e,Typewell20011,3003824.085869,1114024.124830,3003684.451568,1115603.541131,53,363855
eabc711b,Typewell20014,2999094.216486,1098211.580596,3002049.147178,1103524.470839,30,191790
eac10e86,Typewell20009,2891716.241482,1023203.077680,2886469.143340,1022809.123041,31,232429
eafb863e,Typewell20025,2915596.531612,1041054.527732,2915250.787253,1043721.747544,31,184225
eb06a4e7,Typewell20011,3006152.792076,1113245.707214,3003684.451568,1115603.541131,53,363855
eb640a35,Typewell20002,2993702.086615,1118359.505889,2993254.581653,1119522.756102,28,184806
eb934281,Typewell20024,2986918.137780,1068142.969798,2989673.251036,1068595.193731,11,86897
eba6605e,Typewell20028,2904562.788304,1018956.293653,2902948.903430,1024362.231738,7,38675
ebe69318,Typewell20016,2902373.775381,1024285.767260,2905294.439869,1032450.916284,57,395136
ec0d597b,Typewell20033,2894191.012901,1026646.679409,2894393.423226,1028335.426845,11,77197
ec13af42,Typewell20017,3009320.372025,1088996.126922,3006562.644914,1089459.693544,41,245452
ecdab904,Typewell20020,2980480.214397,1055322.209397,2985418.744890,1058928.486172,10,68790
ecdaf714,Typewell20003,2920945.133833,1057846.653718,2924743.617104,1053867.180906,26,157615
ed6436d6,Typewell20017,3001110.434378,1087722.882270,3006562.644914,1089459.693544,41,245452
ed6e6e54,Typewell20008,3006663.303100,1100984.830413,3010424.938657,1104194.850397,38,229621
edf885a3,Typewell20017,3007864.560619,1084988.479807,3006562.644914,1089459.693544,41,245452
ee0300f7,Typewell20019,3017748.481936,1089961.316595,3020561.394197,1094502.077889,13,83849
ee288beb,Typewell20007,2995621.889595,1124889.797338,3006353.321961,1131810.626156,28,186785
ee4aecac,Typewell20030,2973127.561210,1063656.715149,2973475.745049,1065223.588720,14,87719
eeda36f5,Typewell20026,2947009.394135,1012311.873127,2947090.556205,1014394.728913,17,108151
eeed308d,Typewell20016,2909115.185304,1033106.834707,2905294.439869,1032450.916284,57,395136
ef04658e,Typewell20010,2939692.804444,1066389.223971,2941069.445195,1067303.163956,19,106438
ef8e3ed0,Typewell20024,2987741.078712,1068587.963508,2989673.251036,1068595.193731,11,86897
efde6ac3,Typewell20002,2995360.951503,1119659.915714,2993254.581653,1119522.756102,28,184806
efe96181,Typewell20010,2940677.451069,1063107.353263,2941069.445195,1067303.163956,19,106438
f0188a48,Typewell20027,2982602.750410,1082506.533825,2987980.408279,1087094.536237,20,128305
f021b650,Typewell20020,2985994.316688,1053467.004077,2985418.744890,1058928.486172,10,68790
f03f10fe,Typewell20021,2911080.278843,1038327.484666,2908417.581539,1038379.834989,14,80236
f053a1b9,Typewell20017,3010432.242898,1095391.552591,3006562.644914,1089459.693544,41,245452
f074d277,Typewell20008,3021243.755600,1107388.099002,3010424.938657,1104194.850397,38,229621
f07d7037,Typewell20024,2986732.192888,1068162.658065,2989673.251036,1068595.193731,11,86897
f08774c3,Typewell20031,2919006.372071,1015218.426537,2920346.807433,1018317.196527,22,139972
f140c2fa,Typewell20031,2920725.567844,1015351.678511,2920346.807433,1018317.196527,22,139972
f16e25e3,Typewell20002,2989652.343168,1122828.381563,2993254.581653,1119522.756102,28,184806
f2d4c8c9,Typewell20009,2883467.235908,1024099.855223,2886469.143340,1022809.123041,31,232429
f321a31c,Typewell20001,3006767.158715,1069727.009481,3005291.363312,1074493.145580,27,206662
f40cd091,Typewell20014,2998932.010093,1104470.865676,3002049.147178,1103524.470839,30,191790
f439a621,Typewell20003,2927262.752694,1057029.646513,2924743.617104,1053867.180906,26,157615
f49fdea3,Typewell20020,2989959.933347,1059912.289705,2985418.744890,1058928.486172,10,68790
f4d12d23,Typewell20025,2916494.981503,1041759.174161,2915250.787253,1043721.747544,31,184225
f56d3ace,Typewell20011,3003265.848728,1113964.142985,3003684.451568,1115603.541131,53,363855
f5859199,Typewell20038,2987334.062244,1055053.885882,2987334.062244,1055053.885882,1,7438
f5d8aab6,Typewell20007,3006718.263557,1131889.217926,3006353.321961,1131810.626156,28,186785
f631da6e,Typewell20006,2983841.711597,1109693.291358,2975489.377781,1098774.361029,15,101376
f6824bb0,Typewell20016,2905505.108014,1039580.887420,2905294.439869,1032450.916284,57,395136
f6bc699b,Typewell20039,2953390.515308,1073488.525823,2957792.900858,1077591.088056,15,109938
f6d009f4,Typewell20007,3007617.453859,1138423.122801,3006353.321961,1131810.626156,28,186785
f72b268f,Typewell20007,3004278.481715,1132758.727060,3006353.321961,1131810.626156,28,186785
f8662c22,Typewell20030,2973633.945839,1064153.736269,2973475.745049,1065223.588720,14,87719
f88ddb26,Typewell20020,2985640.293289,1062036.785453,2985418.744890,1058928.486172,10,68790
f8afa78a,Typewell20009,2888535.935955,1019763.423729,2886469.143340,1022809.123041,31,232429
f8f59188,Typewell20011,3006448.240623,1125054.147788,3003684.451568,1115603.541131,53,363855
f9fc81aa,Typewell20016,2907770.391330,1029340.836397,2905294.439869,1032450.916284,57,395136
fa16d114,Typewell20009,2890555.312719,1021612.107360,2886469.143340,1022809.123041,31,232429
fa31da94,Typewell20036,3015153.386813,1112014.415778,3021487.429743,1112557.744141,22,144332
fa667be2,Typewell20001,3008751.761396,1078641.118229,3005291.363312,1074493.145580,27,206662
fae0c593,Typewell20002,2993933.569876,1124116.358995,2993254.581653,1119522.756102,28,184806
fb03ae90,Typewell20041,2887503.752176,1010801.879103,2887360.468281,1010724.643788,6,47332
fb0904bd,Typewell20039,2959607.754415,1084834.225166,2957792.900858,1077591.088056,15,109938
fb3848a1,Typewell20033,2898567.460440,1028284.428306,2894393.423226,1028335.426845,11,77197
fb73b13a,Typewell20007,3007314.519175,1138476.358430,3006353.321961,1131810.626156,28,186785
fba7683c,Typewell20014,3006237.280578,1098195.687172,3002049.147178,1103524.470839,30,191790
fbd68d27,Typewell20016,2910122.353770,1036215.958571,2905294.439869,1032450.916284,57,395136
fc03f21f,Typewell20014,3002892.299083,1106339.727069,3002049.147178,1103524.470839,30,191790
fc0d20b2,Typewell20010,2932977.677694,1068091.716234,2941069.445195,1067303.163956,19,106438
fcfcc902,Typewell20027,2983990.562109,1091548.257966,2987980.408279,1087094.536237,20,128305
fd3b4faa,Typewell20011,3006944.243042,1125163.766481,3003684.451568,1115603.541131,53,363855
fd710aea,Typewell20017,3008912.190139,1094825.664520,3006562.644914,1089459.693544,41,245452
fd8f77fa,Typewell20011,3004220.335897,1114177.882623,3003684.451568,1115603.541131,53,363855
fde20ecf,Typewell20022,3023363.607919,1118180.851070,3017268.148636,1117616.352285,19,111303
fdfd57da,Typewell20011,3001912.184130,1113289.030064,3003684.451568,1115603.541131,53,363855
febb4411,Typewell20018,3022811.283715,1085790.233348,3023624.019936,1087996.206189,8,49864
fef8af96,Typewell20003,2931923.620813,1055370.244517,2924743.617104,1053867.180906,26,157615
ff0aea78,Typewell20030,2983810.916121,1071057.986091,2973475.745049,1065223.588720,14,87719
ff8bb73a,Typewell20040,2938065.956369,1061643.289272,2937137.480356,1058997.952826,16,102608
ffefef30,Typewell20026,2945430.783133,1012370.464655,2947090.556205,1014394.728913,17,108151
